id,Title,Content,Image URL,Date,Categories
4731,Big Whiskey’s takes the Polar Plunge,"Local Restaurant raises cash for Special Olympics Missouri
Springfield, MO. – Big Whiskey’s American Restaurant & Bar® has always been big on family and community. The family restaurant has been supporting a number of local charities over the past 10 years.  This February, Big Whiskey’s raised the bar once again by joining the ranks of the Polar Plunge in Springfield MO – an annual family charity event that raises money for the Special Olympics Missouri foundation.

The Big Whiskey’s polar plunge team participants displayed their bravery by taking on the chilly winter waters this February 4th at the Ski Shack Cable Park in Springfield MO, with water temperatures at a cool 41 degrees, and an even colder air temperature of 36 degrees.

The Big Whiskey’s team, comprised of Springfield Big Whiskey’s staff members, agreed that it was well worth the freeze. Raising $1,119 that will go towards athlete uniforms, cost of housing athletes, and other program expenses overseen by the Special Olympics Missouri foundation.



These brave polar plungers were led by Matt Caetano VP of Operations from the Springfield location, they included: Ashley Bolin, Chris Denney, Abby Quinn, Beth Campbell, Cassandra Bremmer, Brooke Hawkins, Andrea Breen, Matt Caetano, and Bailey Baker. The team members raised money through online sources and on their own personal social media pages, proving that the community spirit of Big Whiskey’s is not only shown in the family restaurant but also outsides its doors.

“Big Whiskey’s is proud to be part of the Special Olympics Missouri event, and we hope to continue to participate for years to come,” said Matt Caetano VP of Operations.

The Special Olympics Missouri foundation supports a year-round program of sports training and athletic competition for children and adults with intellectual disabilities. Fostering acceptance and inclusion in the community, with over 15,000 athletes participating in 21 sport events throughout the state.

Big Whiskey’s has also partnered with Ambassadors of Children to support local foster families in an effort to end child abuse in the community. For more information click here.",https://bigwhiskeys.com/wp-content/uploads/2017/03/Big_Whiskeys_Polar_Plunge_2017-1.jpg|https://bigwhiskeys.com/wp-content/uploads/2017/03/Big_Whiskeys_Polar_Plunge_2017-2.jpg|https://bigwhiskeys.com/wp-content/uploads/2017/03/Big_Whiskeys_Polar_Plunge_2017-3.jpg|https://bigwhiskeys.com/wp-content/uploads/2017/03/Big_Whiskeys_Polar_Plunge_2017-4.jpg|https://bigwhiskeys.com/wp-content/uploads/2017/03/Big_Whiskeys_Polar_Plunge_2017-5.jpg,2017-03-18,Events|News
4921,Big Whiskey’s Founder makes an Impact,"Paul Sundy has been named one of the top business leaders in Springfield, MO
Springfield, MO – Paul Sundy, co-owner and founder of Big Whiskey’s American Restaurant & Bar®, has been deemed one of the top business leaders in Springfield  An accomplishment that has positively impacted the community with economic growth and more. And he has done it all under the age of 40.

A recent article explains, Sundy is one of the key employers in the Springfield area, providing jobs to over 350 full and part time employees. Sundy also continues to concentrate on business growth, expanding his vision to other communities with several new restaurants slated to be opened in 2017.

How successful is Sundy and Big Whiskey’s? Sundy, and his partner Michael Heslin, generated $9.4 million in revenue in 2015 with just 5 of the restaurant locations. The restaurant chain also celebrated over 1 million patrons in 2016. Leading the way to the expansion and francization of the Big Whiskey’s chain.

To find out more about Sundy and the impact that he has made on the community, read the full article here.",https://bigwhiskeys.com/wp-content/uploads/2017/04/BW_Paul.jpg,2017-04-03,News
5400,April 2017 Big Whiskey’s Rock Star Antoine Bradford,"Springfield, MO - Congratulations goes out to Antoine Bradford for receiving April’s Big Whiskey’s Rock Star Recognition!

Big Whiskey’s Restaurant & Bar® takes pride in their employees and is giving a big shout-out monthly to those employees who go above and beyond their performing job duties. Antoine has done just that!

Antoine has worked for Big Whiskey’s Restaurant & Bar at the Battlefield location in Springfield for just over a year now. He has become part of the Big Whiskey’s family restaurant and an essential asset to the kitchen. Antoine is always on time, and ready to start working with a smile on his face and a great positive attitude. He also brings to the table a love for helping others, and is big on being a team player.

Antoine is an outstanding, hardworking employee, and has the type of qualities that Big Whiskey’s Restaurant & Bar® looks for in kitchen staff. Employees such as Antoine make Big Whiskey’s one of the best restaurants to dine in, where atmosphere and great food mean everything. A place for family, friends, and good times. Not only for our patrons, but for our employees as well.

If you think you’ve got what it takes to be a Rock Star, check out our employment page for upcoming opportunities.",https://bigwhiskeys.com/wp-content/uploads/2017/04/BigWhiskeys_April_Rockstar_Employee-e1493420448474.jpg|https://bigwhiskeys.com/wp-content/uploads/2017/04/BigWhiskeys_April_Rockstar_Employee_sm.jpg,2017-04-28,News
5722,Big Whiskey’s gets ready to open in Lee’s Summit,"(Springfield, MO) Big Whiskey’s American Restaurant & Bar® will unveil its newest family friendly restaurant in Lee’s Summit, MO, just outside Kansas City, with a public grand opening during the May 19-21 weekend. To celebrate the opening the first 100 people that walk through the door will receive a special coupon book. The awesome book comes packed with 52 weeks’ worth of gift certificates for delicious food at Big Whiskey’s in Lee’s Summit.

“We’re eager to introduce Lee’s Summit to the remarkable food, drinks and atmosphere that’s made Big Whiskey’s a legend in southwest Missouri for the past decade,” said Ed House, the parent company’s managing partner. The family oriented restaurant and bar is in the popular Summit Fair Center at 860 NW Blue Parkway, suite 101, just off I-470 in Lee’s Summit. “Our location is convenient to everyone in the area for lunch, happy hour, dinner and late night.” The newest Big Whiskey’s is open 7 days a week, from 11am to 1:30am with food served until midnight.

House explained. “I’ve always loved the food, people and fun environment at Big Whiskey’s—now we’re going to be part of that growth.”

Big Whiskey’s menu has broad appeal featuring hand-cut steaks, craft burgers, award-winning wings, garden-fresh salads, street tacos & quesadillas, wraps & specialty sandwiches, seafood & chicken entrees, ribs, signature appetizers and kid’s meals. The massive bar features over 100 whiskeys, 24 beers on tap and 30 large HD TV’s. “We’re not a sports bar but we definitely celebrate sports,” House added. The Lee’s Summit location is the largest Big Whiskey’s to date with almost 6500SF, indoor seating for over 260 patrons and an outdoor covered patio as well.

The location is also reaching out for new employees. For more information about job opportunities the general manager, John Riley, can be reached at 816-347-1881 or visit Big Whiskey’s online application page. (link)

For more information about the Lee's Summit location, contact Laura Head Elliott at laura@bigwhiskeys.com",https://bigwhiskeys.com/wp-content/uploads/2017/05/KC-exterior-final.jpg,2017-05-12,Featured|News|Opening
6018,Big Whiskey’s Patio Parties are Here!,"Springfield, MO – Big Whiskey’s American Restaurant & Bar® is throwing some parties! Every month starting this May our Springfield restaurants, Branson restaurant, and Ozark restaurant locations will be partying on the patio!

This May the Patio Parties are supporting the Ambassadors for Children fundraising campaign . Ambassadors for Children serves children in the foster care system for Greene, Christian, and Taney Counties, in an effort to end child abuse. There are presently over 1000 children in foster care in the 3-county area. Last year’s efforts resulted in an incredible $5000 donation  to the Ambassadors for Children.

Each Patio Party will have live music or DJ, with exciting games, and great giveaways. This is a fantastic opportunity to hang out with friends or meet new ones all for a great cause.  Also not to be missed the Big Whiskey’s menu filled with great food and drink options – featuring hand-cut steaks, craft burgers, award-winning wings, garden-fresh salads, street tacos & quesadillas, wraps & specialty sandwiches, seafood & chicken entrees, ribs, signature appetizers and kid’s meals.

Come show your support at one of our Party Patio locations. Our Springfield restaurants include the Republic road location and on May 11th DJ 7motion  will be spinning some tunes from 6 to 9 pm. The join us on May 18th in our downtown Springfield restaurant location where DJ 7motion  will be rocking us from 9 pm to closing. And on May 25th on Battlefield road we have Brookline Station  performing from 6 to 9 pm. Also in our Ozark restaurant location we have Smoky Folk performing on May 18th  from 6 to 9 pm. And lastly in our Branson Restaurant location we have the Ally Cats from 6 to 8 pm on May 11th.

And don’t worry about the rain, at Big Whiskey’s we got you covered! All patios are covered, we will be rocking out until cold weather returns. For more information about the Party Patio check out our Facebook page or contact the restaurant.",https://bigwhiskeys.com/wp-content/uploads/2017/02/anna-w-kid.jpg,2017-05-04,Events
6020,Ambassadors for Children - cash for kids happening now!,"Springfield, MO – This May marks the 4th year Big Whiskey’s American Restaurant & Bar® partners with Ambassadors for Children, supporting local foster families, in the Big Whiskey’s annual restaurant fundraising event.

Ambassadors for Children serves children in the foster care system for Greene, Christian, and Taney Counties, in an effort to end child abuse. Big Whiskey’s has always been a huge community supporter, and this is one of their most noteworthy charity events.

“Community is important to us,” said Paul Sundy, Big Whiskey’s COO, “and Ambassadors for Children is near and dear to our hearts.”

Every May, each of the Big Whiskey’s corporate owned locations hosts an array of activities to raise funds. The fundraising includes contests, special events, and an employee fundraising drive. Locations include three Springfield restaurants, and restaurants in Ozark and Branson.

Cut outs in the shape of Missouri will display the names of each person who makes a donation at the various locations. Last year’s efforts resulted in an incredible $5000 donation to the Ambassadors for Children. This year each Big Whiskey’s store will be setting their own unique fundraising goals – with the hopes of once again reaching out to donate another $5000!

Donations help supplement the limited income fosters families receive from the state, a cause-related subsidiary of the Council of Churches of the Ozarks. A variety of programs provide assistance with new clothing, comfort bags, blankets, tutoring, beds, and self-esteem boosting activities. There are presently over 1000 children in foster care in the Greene, Christian, and Taney Counties.

To be part of this great cause and to show your support visit your nearest Big Whiskey’s location. Springfield restaurant locations include; Downtown, Republic road, and Battlefield road. In addition, Big Whiskey’s be found in Branson and Ozark. Every donation makes a difference!",https://bigwhiskeys.com/wp-content/uploads/2016/05/AFC-4.jpg,2017-05-20,Events|News
6481,Now Fully Open - Lee’s Summit Gets Ready to Cut the Ribbon!,"Big Whiskey’s American Restaurant & Bar® in Lee’s Summit is getting out the scissors! The Lee’s Summit restaurant location is now fully open! Join us in celebration, on June 15th at 4:00 pm, when the Chamber of Commerce welcomes the new Lee’s Summit restaurant and the ribbon cutting ceremony takes place.

The grand opening was held on the May 19 – 21 weekend and was an outstanding success! Early morning rain did not deter attendees. By 8:00 a.m. a line was already starting to form. The skies cleared, and almost two hundred people waited to get in the doors. A huge thank you goes out to Sherri Hewett who was first in line!

General Manager, John Riley, and partner JD House, were on the scene to greet people and welcome them to the new Big Whiskey’s site. They also distributed special coupon booklets to the first one hundred visitors. The booklets contained 52 weeks of gift certificates for delicious Big Whiskey menu items.

“It is such a pleasure to meet and greet the people in the community,” Riley said. “There is no better way to bring people together than with great food and a friendly fun atmosphere.”

You can find us in the popular Summit Fair Center at 860 NW Blue Parkway, suite 101, just off I-470 in Lee’s Summit.  Open for lunch, happy hour, dinner, and late night 7 days a week, from 11:00 a.m. to 1:30 a.m. with food served until midnight.

Lee’s Summit will be offering all of the delicious Big Whiskey’s meals you’ve grown to love over the years. Check out our menu and don’t miss out on our featured hand-cut steaks, craft burgers, award-winning wings, and more!

For more information on the ribbon cutting even contact Missy Creed at creed.missy@gmail.com. You may also register for this event with the Chamber of Commerce",https://bigwhiskeys.com/wp-content/uploads/2017/05/KC-exterior-final.jpg,2017-06-12,Events|News|Opening
6807,Show us Your Stars & Stripes – July 4th,"Lee’s Summit, Missouri - Get out your runners in support of our veterans! Big Whiskey’s American Restaurant & Bar® in Lee’s Summit is getting ready to do their part at the upcoming Stars & Stripes 5K run charity event on July 4th.

The race, hosted by KC Running Company, is held annually in support of different charities. Owner Troy Fitzgerald, the man behind this amazing event has teamed-up with Battle Buddy Service Dogs for the 7th annual run.

“The Lee’s Summit restaurant location is still fairly new,” said Missy Creed, Marketing Coordinator.  “But like all other Big Whiskey’s restaurant locations, we are big on community. Being neighborly is the Big Whiskey’s way.”

Big Whiskey’s will be providing bottled water to ALL of the 5K runners, along with Big Whiskey’s Koozies to keep that water cold.

“What a great cause, supporting our vets on Independence Day is not only neighborly, it’s what it means to be American,” Missy added.

Battle Buddy Service Dogs provides U.S. Military veterans diagnosed with service related Post Traumatic Stress Disorder (PTSD) or Traumatic Brain Injury (TBI) with service dogs. The veterans that are paired with these dogs show a marked improvement in their quality of life, with 80% of them recuperating from many of their symptoms.

The event takes place, rain or shine, on July 4, at 7:30 a.m. at the Summit Fair Shopping Center in Lee’s Summit, Missouri. Awards will be given to the top overall male and female runners. To participate in the event visit the online signup page. You may also donate online here.

You can also find the Big Whiskey’s Lee’s Summit restaurant in the popular Summit Fair Center at 860 NW Blue Parkway, suite 101, just off I-470.  Come on in to say hello! Open for lunch, happy hour, dinner, and late night 7 days a week, from 11:00 a.m. to 1:30 a.m. with food served until midnight.",https://bigwhiskeys.com/wp-content/uploads/2017/06/Stars-and-Stripes-5K-LS-Banner.png|https://bigwhiskeys.com/wp-content/uploads/2017/06/stars_stripes_5k_logo.png,2017-06-28,Events|News|Sports
6814,"An Amazing $6,500 in Donations for Ambassadors for Children!","Springfield, MO – A big congratulations goes out to the Big Whiskey’s stores and staff that participated in the Ambassadors for Children fundraiser! This year we surpassed our goal of raising $5000 and raised an incredible $6,500!

This past May was the 4th year that Big Whiskey’s American Restaurant & Bar® partnered with Ambassadors for Children to raise money for children in foster care for Greene, Christian, and Taney Counties. Donations help supplement the limited income fosters families receive from the state, a cause-related subsidiary of the Council of Churches of the Ozarks.

“The staff did an amazing job,” said Paul Sundy, Big Whiskey’s COO, “this is really something they can be proud of!”

Each of the Big Whiskey’s corporate owned locations  hosted an array of activities to raise the money. These included the Springfield, Ozark, and Branson restaurant locations.

 	The downtown Springfield restaurant location raised $542, with staff member Kalyn raising the most funds for the store with donations of $157.
 	The Republic Rd. Springfield restaurant location  raised $1026, with Caroline bringing in the most donations for her store with $191.
 	The Battlefield Rd. Springfield restaurant location raised $1232, with Maggie T. bringing in the most funds for the store with donations of $407.
 	The Ozark restaurant location, raised $1329.
 	And the Branson restaurant on Branson Landing Boulevard, led the way with Tracie O. raising $708 in donations, bringing their total fundraising amount to $2371. For a grand total of $6,500 funds raised!

This money will be able to provide 3 tops, 3 bottoms, socks, underwear, a pair of shoes, pajamas, and more for 87 Local children in foster care!

""Thank you to our staff and our community for their support of this deserving organization,” Anna Messer, Human Resources Director of Big Whiskey’s proudly announced. “Because of you, we are able to make a big difference in the lives of local children. We couldn't do it without you!""

 

Every year the fundraiser becomes more successful. The first two years Big Whiskey’s raised a little over $1,500 each year. Last year Big Whiskey’s raised $5000 (link to last year’s article https://bigwhiskeys.com/big-whiskeys-supports-ambassadors-for-children/).

 

For those of you that missed the event and would still like to send a donation, you can donate directly to the Council of Churches of the Ozarks (link here https://secure3.4agoodcause.com/council-churches-ozarks/gift.aspx?id=1).",https://bigwhiskeys.com/wp-content/uploads/2017/06/18446683_10154415319366625_6494197133991755475_n.jpg,2017-06-20,Events|News
6902,Big Whiskey’s Flagship Location Celebrates 11 Years!,"July 3, 2017, Springfield MO-- A legend on its own, Big Whiskey’s American Restaurant & Bar® celebrates 11 years in business with mouth-watering classics and new locations on the horizon.

What started as a dream to recreate the “little corner tavern,” Big Whiskey’s American Restaurant & Bar has grown well beyond its roots on Park Central in downtown Springfield, Missouri. When the doors opened to the flagship location on July 4, 2006, the owners had no idea where the legend of Big Whiskey would take them.

“We were best friends, had been working together at other restaurants, and thought, ‘we can do this,’” states Founder and Senior Vice President of Operations, Paul Sundy, about crafting the original Big Whiskey’s concept with co-founders, Mike Heslin and Randy Gildehaus.

Sundy continues, ""We wanted to create a great restaurant with a celebrated bar product, and we've come a long way towards staying true to that goal.""

It’s been a fun, crazy ride over the past 11 years with the expansion of four additional corporate-owned Big Whiskey’s locations; two in Springfield, MO, one in Ozark, MO, and one in Branson, MO.

In 2015, the company began drafting plans for franchise opportunities and have recently opened their first two franchises in Bentonville, AR and Lee’s Summit, MO. A sixth corporate Big Whiskey’s is slated to open in Republic, MO in August 2017 ahead of a Las Vegas franchise-owned location in 2018.

Friendly service, a community spirit, and consistent, delicious food have paved the way for the company’s continued success. “We’ve never wavered on our commitment to a quality product and outstanding service, and that’s really our foundation that we pride ourselves on,” Sundy said.

On the current Big Whiskey’s menu the brand pays tribute to the little tavern on Park Central and their continued journey with featured “Park Central Classics,” Caribbean Jerk Chops, Classic Fish and Chips, BW Chicken Tenders, BBQ Pork Choppers, and Baby Back Ribs. Stop in and say hello, enjoy a great meal, and share a toast to 11 years and counting!

“Here’s to traditions being just as important as trends!”",https://bigwhiskeys.com/wp-content/uploads/2017/07/Big-Whiskey-Downtown-Springfield.jpg|https://bigwhiskeys.com/wp-content/uploads/2017/07/DSC8599.jpg,2017-07-03,Featured|News
7796,"First Stand-Alone Big Whiskey’s Location to Open in Republic, MO","August 10, 2017, Springfield MO—Big Whiskey's is at it again! Right on the heels of ""Back to School"" season, Big Whiskey's American Restaurant & Bar is prepping for the Grand Opening of their newest location in Republic, Missouri.

""It's always a crazy busy, but exciting time for us when we're getting ready for a store opening,"" states Co-Founder and Senior Vice President of Operations, Paul Sundy. ""Lots of moving parts happening, but there's definitely a buzz of energy and anticipation surrounding our entire team.""

The newest Big Whiskey's location boasts a few ""first-times"" for the 11-year old restaurant brand. In February of this year, the ownership group jumped at the chance to purchase the shuttered Ruby Tuesday's location just off of Highway 60 in Republic. This unique piece of real estate provided the brand their first opportunity at opening a stand-alone Big Whiskey's location. The Republic opening will also be the first corporate-owned store the company has opened since successfully launching their first two franchise locations earlier this year; Bentonville, AR, in March and Lee's Summit, MO, in May.

Sundy continues, ""We've been very fortunate at securing great locations for Big Whiskey's, all within shopping and business centers. The Republic store is a great opportunity for us to get our feet wet with a slightly updated design and layout in a detached location.""
Big Whiskey's will celebrate their Republic Grand Opening beginning Friday, August 18 through Sunday, August 20.
 

The official opening ceremony takes place Saturday, August 19th at approximately 10:40am in the parking lot of the restaurant. Members of the Republic Area Chamber of Commerce will be on-site to host the official ribbon cutting. Following the ceremony, doors will open for business at 11:00am.

Part of the ceremony on Saturday morning will also include the opportunity for guests to receive a Big Whiskey's coupon book, offering one $25.00 gift certificate for each month from September 1, 2017 to August 31, 2018. The first 100 guests to enter on Saturday will receive the complimentary book valued at $300.00.

Laura Head Elliott, Director of Marketing states, “We were able to test the coupon book promotion at the Lee's Summit franchise location, and it was a huge hit! It's such a great way to engage and give back to the community from day one.""

For more information about Big Whiskey's in Republic, MO, please follow along on the Republic Facebook page at fb.com/BWrepublicmo",https://bigwhiskeys.com/wp-content/uploads/2017/08/Republic-Missouri-OpeningBW.png,2017-08-13,News|Opening
8132,"Republic A Huge Success, Big Whiskey’s Toasts to 6th Store","On Saturday, August 19th, Big Whiskey's American Restaurant & Bar officially cut the ribbon to a crowd of over 200 waiting in line to get their first taste in Republic, MO – and broadcast the festivities via Facebook live video.

Earlier this summer, Big Whiskey's celebrated their 11-year anniversary while construction was underway at their sixth corporate store, and their first free-standing restaurant location. The ribbon cutting ceremony concluded a week of final staff training, community engagement and a social media blitz. On-site to help with opening ceremonies were members of the Republic Area Chamber of Commerce, local community officials and company team members, including Matt Caetano, Vice President of Operations.

Prior to opening the second Big Whiskey’s location in Springfield in 2010, the BW team implemented a series of opening week events that has continued as the model for each store opening since. Both a “Friends and Family” night, followed by a Sneak Peek party are hosted, welcoming staff families, community leaders, building contractors, vendors, and others closely involved in assisting with opening preparations.

“It’s our own version of a soft-opening,” explains Matt Caetano. “We can’t think of better way to help train and prepare our staff than allowing them to serve and test their skills on the people closest to them.”

 
WHILE OTHER CASUAL DINING BRANDS ARE STRUGGLING, BIG WHISKEY'S CELEBRATES STELLAR SALES AND CONTINUED GROWTH
Casual dining competitors have recently reported a decline, with several national brands set to close hundreds of locations across the United States. Big Whiskey’s, however, is experiencing positive sales growth among stores and an ever-growing customer base helping to catapult the brand in an industry segment that is otherwise lagging.

Co-Founder and Senior Vice President of Operations, Paul Sundy, states “We’ve been very focused on our growth strategy over the last few years, and it feels pretty good to see our determination pay off. Consistency is key, and whether it’s consistently great food, great service, or a great atmosphere – we strive to always be consistent.”

Two additional corporate stores are already in the pipeline for Big Whiskey’s in 2018, along with multiple franchisee opportunities. In June of this year, the brand inked a two-store deal for Big Whiskey’s locations in the Las Vegas market, with the first one coming on line in late 2018. Additional franchise deals are currently pending for markets in Arizona, Colorado, Florida, and Texas.",https://bigwhiskeys.com/wp-content/uploads/2017/08/Big-Whiskeys-Republic-OpeningBW.png,2017-08-24,Events|News|Opening
8281,Big Whiskey’s Launches Hurricane Fundraiser With Convoy of Hope,"Springfield MO—In the aftermath of one of the most prolific natural disasters in United States history, Big Whiskey’s American Restaurant & Bar has reached out to Convoy of Hope to collaborate on fundraising initiatives supporting Hurricane Harvey relief efforts.

“When the storm hit on Friday night, we immediately went to our social media channels to send our thoughts and prayers to Texas. We offered a small token of complimentary dinner to anyone that might find themselves evacuating to southwest Missouri,” states Director of Marketing, Laura Head Elliott. “It wasn’t much, but we knew right away we wanted to help.”

While watching the rain continue to pour over the Texas Gulf Coast, in record amounts, Big Whiskey’s staff and managers began to come forward wanting to do something, anything, to help victims. After brainstorming ideas, the marketing team reached out to Springfield-based Convoy of Hope to launch a coordinated fundraising campaign.

Convoy of Hope is a faith-based, nonprofit organization with a driving passion to feed the world through children’s feeding initiatives, community outreaches and disaster response. They had previously stationed their team in San Antonio ahead of the storm to jumpstart relief efforts as quickly as possible.

“We are incredibly thankful for Big Whiskey’s partnership,” says Hal Donaldson, president of Convoy of Hope. “This campaign will enable us to help even more storm survivors in need.”

Elliott continues, “The work that Convoy of Hope does is truly remarkable. Big Whiskey’s has always tried to support community organizations, and the fact that they are based right here in Springfield – it seemed like the perfect way for us to help with Hurricane Harvey relief.”

 
HOW YOU CAN SUPPORT HURRICANE RELIEF WITH BIG WHISKEY'S & CONVOY OF HOPE
Beginning Friday, September 1st, guests at all Big Whiskey’s American Restaurant & Bar locations will have the opportunity to add a non-taxable donation to their ticket in any amount. To incentivize giving, Big Whiskey’s will also offer a Free Appetizer coupon card, valued at $8.99, for every donation to Convoy of Hope $10.00 and above. Each restaurant location has also committed $500.00 to help jump start giving, and guest donations can be made with cash or credit card.

Vice President of Operations, Matt Caetano, states “There’s definitely a huge need for financial support for the relief efforts that Convoy of Hope is leading in Texas. Since we don’t yet have a Big Whiskey’s in Texas, this is the next best thing we can do to help out.”

 

Big Whiskey’s American Restaurant & Bar currently operates six restaurants in Southwest Missouri and two franchise locations; Bentonville, AR and Kansas City, MO. Franchises are available across the United States. For more information on available markets and investment opportunities, please visit us at www.bigwhiskeysfranchise.com

 

Convoy of Hope is a faith-based organization with a driving passion to feed the world. With a long history as an early responder in times of natural disasters, Convoy of Hope has been a Four Star Charity as recognized by Charity Navigator for 14 consecutive years. Convoy of Hope has served more than 85 million people since it was founded in 1994. For more information, visit convoyofhope.org.",https://bigwhiskeys.com/wp-content/uploads/2017/09/COH-Truck-Large-RESIZED.jpg|https://bigwhiskeys.com/wp-content/uploads/2017/08/Convoy-of-HopeBW.png,2017-08-31,Featured|News
8603,Fall Inspired Drinks Land at Big Whiskey's,"Tastes Like Fall


Pumpkin Spice? (Insert “thumbs down” emoji.) Big Whiskey’s is bucking the oh-so-popular trend with three new Fall-inspired treats…the boozy kind, not the caffeinated latte kind!

“Fall is this crazy time of year where seasonal flavors and scents take center stage. Social media has definitely heightened the frenzy, so we’re jumping on the bandwagon with our own autumn flavored cocktails,” explains Laura Head Elliott, Director of Marketing.

Three new cocktails offer something for a wide range of demographics and spirit drinkers. The Golden Orchard Martini plays up the crisp, seasonal sweetness of apples and pears, combining Skyy Pear vodka with Angry Orchard Hard Apple Cider.

Taking a stab at the uber trendy beer cocktails, the Harvest Beer truly does taste like fall. A combination of Mother’s Oktoberfest Lager with a shot of Jack Daniels Honey Whiskey (and a splash of our secret ingredient) served over ice, make this a refreshing drink and very approachable for those uncertain whiskey drinkers.

Lastly, Big Whiskey’s has turned the popular Moscow Mule into a new fall must-have drink by reinventing the flavor combination. The Apple Cider Irish Mule combines Jameson Irish Whiskey, apple cider, ginger beer, and a dash of cinnamon to create a match made in a pile of freshly raked fall leaves!
BIG WHISKEY’S AIMS TO OFFER WHISKEY FOR EVERYONE.
With the development of Limited Time Offer menus and drink selections, Big Whiskey’s is aiming to create whiskey cocktails that are approachable for the non-whiskey drinker.

Paul Sundy, Founder and Senior VP of Operations states, “When we opened our first Big Whiskey’s in 2006, I never would have imagined that 11 years later whiskey would be such a thing. We really want to make whiskey approachable beyond the trendiness of it. Whiskey is the most classic of all liquors, so let’s embrace that and not be afraid of it.”

Big Whiskey's currently boasts a menu of over 100 whiskeys and aims to educate on whiskey basics. Adding whiskey in two of the new fall drinks, the Harvest Beer and the Apple Cider Irish Mule, not only creates cocktails that taste like fall, but also makes whiskey an inviting spirit for those that might not know if they like the liquor neat or on the rocks…or even at all.

The fall-inspired drinks are available at all Big Whiskey’s locations through November 15th.",https://bigwhiskeys.com/wp-content/uploads/2017/09/Apple-Cider-Irish-Mule-Fall-Cocktail.png|https://bigwhiskeys.com/wp-content/uploads/2017/09/Golden-Orchard-Martini-Fall-Cocktail.png|https://bigwhiskeys.com/wp-content/uploads/2017/09/Harvest-Beer-Fall-Craft-Beer-Cocktail.png|https://bigwhiskeys.com/wp-content/uploads/2017/09/Golden-Orchard-Martini-Fall-Cocktail-1.png,2017-09-21,Drinks|News|Seasonal|Specials
9521,"Big Whiskey's Fundraiser Contributes $10,000 to Convoy of Hope","November 28, 2017, Springfield MO—Following over a month of fundraising efforts in the aftermath of hurricanes Harvey and Irma, Big Whiskey’s American Restaurant & Bar® has raised $10,000 for Convoy of Hope and their continued relief efforts.

In the spirit of Giving Tuesday, and just off the heels of Thanksgiving weekend, Big Whiskey’s has a lot to be thankful for. “We are blown away by the support of our loyal customers across all our locations for this campaign,” states Big Whiskey’s Vice President of Operations, Matt Caetano. “Our staff got behind this effort from day one, and it’s awesome that we were able to raise awareness and much needed funding for Convoy of Hope.”

Big Whiskey’s has always had a commitment to partnering with local organizations aimed at making a positive impact. A Springfield neighbor, Convoy of Hope continues to work tirelessly to provide essential emergency supplies, and food and water to children and families impacted by the natural disasters this fall. In 2016, the Convoy of Hope Disaster Services team served over 900,000 victims of natural disasters, providing more than 7 million meals.

Eric Neubauer with Convoy of Hope points out, “The media coverage has settled on these tragedies, but the relief efforts and rebuilding will continue for years to come. We are beyond thankful for the support of Big Whiskey’s and the community to help us continue serving these families.”
‘TIS THE SEASON FOR GIVING, ALL YEAR LONG
This year alone, between donations and fundraising campaigns, Big Whiskey’s has contributed almost $20,000 to various local organizations. In light of the season of giving, the company will once again host their Pancakes with Santa Breakfast on Saturday, December 9th at their Ozark and Republic, Missouri, locations, and the Battlefield Road location in Springfield. The company aims to expand their charitable partnerships in 2018 and continue to support a variety of community causes.



Big Whiskey’s American Restaurant & Bar currently operates six restaurants in Southwest Missouri and two franchise locations; Bentonville, AR and Kansas City, MO. Franchises are available across the United States. For more information on available markets and investment opportunities, please visit us at www.bigwhiskeysfranchise.com

Convoy of Hope is a faith-based organization with a driving passion to feed the world. With a long history as an early responder in times of natural disasters, Convoy of Hope has been a Four Star Charity as recognized by Charity Navigator for 14 consecutive years. Convoy of Hope has served more than 85 million people since it was founded in 1994. For more information, visit convoyofhope.org",https://bigwhiskeys.com/wp-content/uploads/2017/11/Convoy-Check-Presentation.png,2017-11-28,News
9641,5th Annual Pancakes with Santa,"Our annual Pancakes with Santa breakfast returns this year, bigger than ever! We'll be hosting this FREE breakfast at three of our Springfield area locations: Big Whiskey's - Ozark, MO., Big Whiskey's - Republic, MO, and Big Whiskey's Battlefield Rd.

Every year, each Big Whiskey's location adopts local foster kids and teens through Ambassadors for Children to provide Christmas gifts to. This festive breakfast is a chance for us to raise awareness and give back during this season of giving.

Ride your sleigh or ice skate your way in and fill up on pancakes, snap a picture with Santa, and give a donation for Ambassadors for Children *Note: All Santa photos will be available for download (FREE) on our website, following the event.

Last year, in 2016, our location on Battlefield Road raised approximately $2,000 during this event, helping make Christmas a lot brighter for five local families.



Community Matters. Big Whiskey's Gives Back
We are proud to collaborate with Hiland Dairy and US Foods for the festive annual event! Their support and continued contributions help us make a difference in the lives of area foster kids.



Where: Big Whiskey's in Ozark, Republic MO, and Battlefield Rd.
When: Saturday, December 9th, 8:00am - 10:30am
Cost: FREE! (Donations for Ambassadors for Children are appreciated)",https://bigwhiskeys.com/wp-content/uploads/2017/12/Screen-Shot-2017-11-21-at-4.44.55-PM.png|https://bigwhiskeys.com/wp-content/uploads/2017/12/Pancakes-Santa-Icon.png,2017-12-01,News
